task,category,difficulty,agent,model,effort,passed,duration_seconds,agent_termination,input_tokens,output_tokens,cache_read_tokens,cache_write_tokens,prompt_tokens,total_tokens,cost_usd,list_cost_usd,files_changed,insertions,deletions,face_value,efficiency,points,graders,grader_summaries,run_id
project-005,project,5,opencode,minimax/MiniMax-M2.7,,true,657.9,completed,33629,31387,,,33629,65016,0.4027,0.0478,1285,1782,1,50,0.77,38.5,build=P,build:xcodebuild build succeeded for scheme 'PackageIntegrationFixture',2026-09-02T140451-project-005-opencode
project-005,project,5,opencode,minimax/MiniMax-M2.7,,true,199.9,completed,25517,10519,,,25517,36036,0.1005,0.0203,1,30,0,50,1.00,50.0,file=P;build=P,file:1 file assertion(s) satisfied | build:xcodebuild build succeeded for scheme 'PackageIntegrationFixture',2026-09-03T144449-project-005-opencode
project-006,project,6,opencode,minimax/MiniMax-M3,,true,255.7,completed,36814,4409,1151335,0,1188149,46196,0.0914,0.0854,4,233,9,60,1.00,60.0,build=P;xctest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'MultiTargetFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Core/Counter.swift: ""public static let startingValue: Int = 0"" → ""public static let startingValue: Int = 99"")",2026-09-03T182318-project-006-opencode
project-006,project,6,opencode,minimax/MiniMax-M2.7,,true,100.0,completed,368,2165,,,368,2533,0.0103,0.0027,1,67,0,60,1.00,60.0,build=P;xctest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'MultiTargetFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Core/Counter.swift: ""public static let startingValue: Int = 0"" → ""public static let startingValue: Int = 99"")",2026-09-03T144809-project-006-opencode
project-006,project,6,opencode,minimax/MiniMax-M2.7,,false,68.0,completed,9705,3012,,,9705,12717,0.0245,0.0065,0,0,0,60,1.00,0.0,build=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'MultiTargetFixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T141550-project-006-opencode
project-006,project,6,opencode,minimax/MiniMax-M3,,true,354.8,completed,46386,16116,,,46386,62502,0.1018,0.0333,3,112,0,60,0.80,48.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'MultiTargetFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T062314-project-006-opencode
push-001,frameworks,6,opencode,minimax/MiniMax-M3,,true,67.2,completed,23909,2220,,,23909,26129,0.0134,0.0098,1,4,2,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Push001Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T112842-push-001-opencode
push-001,frameworks,6,opencode,minimax/MiniMax-M2.7,,true,98.1,completed,6046,4327,,,6046,10373,0.0185,0.0070,3,70,6,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Push001Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T171100-push-001-opencode
push-002,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,288.4,completed,15723,10932,,,15723,26655,0.0711,0.0178,5,256,5,60,1.00,0.0,build=P;xcodeproj=F;file=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Push002Fixture' | xcodeproj:1 of 1 project assertion(s) failed — build setting CODE_SIGN_ENTITLEMENTS is not set | file:1 file assertion(s) satisfied | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T171239-push-002-opencode
push-002,frameworks,6,opencode,minimax/MiniMax-M3,,false,111.3,completed,10387,901,,,10387,11288,0.0078,0.0042,1,4,1,60,1.00,0.0,build=P;xcodeproj=F;file=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Push002Fixture' | xcodeproj:1 of 1 project assertion(s) failed — build setting CODE_SIGN_ENTITLEMENTS is not set | file:1 file assertion(s) satisfied | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T112950-push-002-opencode
runtime-001,runtime,1,opencode,minimax/MiniMax-M3,,true,121.7,completed,10567,796,,,10567,11363,0.0071,0.0041,2069,5474,1,10,1.00,10.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T062910-runtime-001-opencode
runtime-001,runtime,1,opencode,minimax/MiniMax-M2.7,,true,217.8,completed,3149,1389,,,3149,4538,0.0105,0.0026,1,1,1,10,1.00,10.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'NavigationFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T141658-runtime-001-opencode
runtime-003,runtime,3,opencode,minimax/MiniMax-M2.7,,true,130.7,completed,2746,1697,,,2746,4443,0.0088,0.0029,1,3,1,30,1.00,30.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'MainThreadFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T142040-runtime-003-opencode
runtime-003,runtime,3,opencode,minimax/MiniMax-M3,,true,125.2,completed,10953,2810,,,10953,13763,0.0106,0.0067,1,3,1,30,1.00,30.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'MainThreadFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T063116-runtime-003-opencode
runtime-004,runtime,4,opencode,minimax/MiniMax-M2.7,,true,176.8,completed,1310,1722,,,1310,3032,0.0102,0.0025,1,5,6,40,1.00,40.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'UpdateLoopFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T142255-runtime-004-opencode
runtime-004,runtime,4,opencode,minimax/MiniMax-M3,,true,129.4,completed,9422,3045,,,9422,12467,0.0095,0.0065,1,5,6,40,1.00,40.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'UpdateLoopFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T063325-runtime-004-opencode
runtime-005,runtime,5,opencode,minimax/MiniMax-M2.7,,true,196.1,completed,4398,2173,,,4398,6571,0.0127,0.0039,1,9,2,50,1.00,50.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'RelaunchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T142555-runtime-005-opencode
runtime-005,runtime,5,opencode,minimax/MiniMax-M3,,true,337.4,completed,26569,12476,,,26569,39045,0.0603,0.0229,1,24,4,50,1.00,50.0,build=P;xcuitest=P;runtime=P,"build:xcodebuild build succeeded for scheme 'RelaunchFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | runtime:Process survived 5s observation window",2026-09-02T063539-runtime-005-opencode
storekit-001,frameworks,6,opencode,minimax/MiniMax-M3,,false,53.1,completed,13022,2541,,,13022,15563,0.0131,0.0070,1,5,1,60,1.00,0.0,build=P;xcodeproj=F;xctest=P,"build:xcodebuild build succeeded for scheme 'Storekit001Fixture' | xcodeproj:1 of 1 project assertion(s) failed — built product does not contain 'Products.storekit' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T113142-storekit-001-opencode
storekit-001,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,193.6,completed,11803,6248,,,11803,18051,0.0401,0.0110,3,133,22,60,1.00,0.0,build=P;xcodeproj=F;xctest=F,"build:xcodebuild build succeeded for scheme 'Storekit001Fixture' | xcodeproj:1 of 1 project assertion(s) failed — built product does not contain 'Products.storekit' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T171729-storekit-001-opencode
storekit-002,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,40.2,completed,529,2063,,,529,2592,0.0119,0.0026,1,6,3,60,1.00,0.0,build=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'Storekit002Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T172043-storekit-002-opencode
storekit-002,frameworks,6,opencode,minimax/MiniMax-M3,,false,66.0,completed,16675,4833,,,16675,21508,0.0174,0.0108,1,15,6,60,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Storekit002Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T113236-storekit-002-opencode
swiftdata-001,frameworks,2,opencode,minimax/MiniMax-M3,,true,51.8,completed,6343,515,,,6343,6858,0.0054,0.0025,1,1,1,20,1.00,20.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SwiftDataNotesFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T064120-swiftdata-001-opencode
swiftdata-001,frameworks,2,opencode,minimax/MiniMax-M2.7,,true,48.0,completed,700,569,,,700,1269,0.0041,0.0009,1,1,1,20,1.00,20.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SwiftDataNotesFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T142916-swiftdata-001-opencode
swiftdata-002,frameworks,4,opencode,minimax/MiniMax-M2.7,,true,51.6,completed,798,969,,,798,1767,0.0054,0.0014,1,1,1,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SwiftDataContainerFixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T143004-swiftdata-002-opencode
swiftdata-002,frameworks,4,opencode,minimax/MiniMax-M3,,true,34.5,completed,6759,516,,,6759,7275,0.0055,0.0026,1,1,1,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'SwiftDataContainerFixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T064213-swiftdata-002-opencode
swiftdata-003,frameworks,6,opencode,minimax/MiniMax-M3,,true,31.4,completed,6587,682,,,6587,7269,0.0052,0.0028,1,1,0,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata003Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T113343-swiftdata-003-opencode
swiftdata-003,frameworks,6,opencode,minimax/MiniMax-M2.7,,true,48.5,completed,555,716,,,555,1271,0.0042,0.0010,1,1,0,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata003Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T172124-swiftdata-003-opencode
swiftdata-004,frameworks,6,opencode,minimax/MiniMax-M2.7,,true,50.7,completed,623,999,,,623,1622,0.0058,0.0014,1,1,1,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata004Fixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T172213-swiftdata-004-opencode
swiftdata-004,frameworks,6,opencode,minimax/MiniMax-M3,,true,37.5,completed,7407,624,,,7407,8031,0.0048,0.0030,1,1,1,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata004Fixture' | xctest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T113415-swiftdata-004-opencode
swiftdata-005,frameworks,5,opencode,minimax/MiniMax-M3,,true,41.1,completed,13356,1305,,,13356,14661,0.0100,0.0056,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata005Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T113453-swiftdata-005-opencode
swiftdata-005,frameworks,5,opencode,minimax/MiniMax-M2.7,,true,57.1,completed,400,926,,,400,1326,0.0056,0.0012,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata005Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T172305-swiftdata-005-opencode
swiftdata-006,frameworks,5,opencode,minimax/MiniMax-M3,,true,40.4,completed,12734,543,,,12734,13277,0.0065,0.0045,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata006Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T113535-swiftdata-006-opencode
swiftdata-006,frameworks,5,opencode,minimax/MiniMax-M2.7,,true,94.2,completed,243,725,,,243,968,0.0053,0.0009,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata006Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T172403-swiftdata-006-opencode
swiftdata-007,frameworks,4,opencode,minimax/MiniMax-M3,,true,28.1,completed,8393,663,,,8393,9056,0.0056,0.0033,1,1,1,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata007Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T113616-swiftdata-007-opencode
swiftdata-007,frameworks,4,opencode,minimax/MiniMax-M2.7,,true,53.5,completed,443,795,,,443,1238,0.0042,0.0011,1,1,1,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata007Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T172539-swiftdata-007-opencode
swiftdata-008,frameworks,7,opencode,minimax/MiniMax-M3,,false,54.5,completed,11146,2542,,,11146,13688,0.0106,0.0064,1,7,5,70,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Swiftdata008Fixture' | xctest:3 executed, 2 passed, 1 failed, 0 skipped — failing: SyncedNotesTests/testEveryRelationshipIsOptional()",2026-09-02T113645-swiftdata-008-opencode
swiftdata-008,frameworks,7,opencode,minimax/MiniMax-M2.7,,false,73.8,completed,694,1619,,,694,2313,0.0064,0.0022,1,7,2,70,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Swiftdata008Fixture' | xctest:3 executed, 1 passed, 2 failed, 0 skipped — failing: SyncedNotesTests/testEveryRelationshipIsOptional(), SyncedNotesTests/testNoAttributeIsUnique()",2026-09-02T172632-swiftdata-008-opencode
swiftdata-009,frameworks,3,opencode,minimax/MiniMax-M3,,true,34.7,completed,7341,449,,,7341,7790,0.0050,0.0027,1,1,1,30,1.00,30.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata009Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T113741-swiftdata-009-opencode
swiftdata-009,frameworks,3,opencode,minimax/MiniMax-M2.7,,true,47.0,completed,539,560,,,539,1099,0.0039,0.0008,1,1,1,30,1.00,30.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata009Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T172747-swiftdata-009-opencode
swiftdata-010,frameworks,6,opencode,minimax/MiniMax-M3,,true,30.4,completed,8646,702,,,8646,9348,0.0062,0.0034,1,2,2,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'Swiftdata010Fixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T113816-swiftdata-010-opencode
swiftdata-010,frameworks,6,opencode,minimax/MiniMax-M2.7,,false,58.6,completed,939,1062,,,939,2001,0.0050,0.0016,1,2,0,60,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'Swiftdata010Fixture' | xctest:2 executed, 0 passed, 2 failed, 0 skipped — failing: DatabaseTests/testEveryScreenSeesTheSameStore(), DatabaseTests/testTheStackVendsOneContainer()",2026-09-02T172834-swiftdata-010-opencode
system-001,frameworks,5,opencode,minimax/MiniMax-M2.7,,true,51.8,completed,471,667,,,471,1138,0.0040,0.0009,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System001Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T172934-system-001-opencode
system-001,frameworks,5,opencode,minimax/MiniMax-M3,,true,58.4,completed,13098,1525,,,13098,14623,0.0093,0.0058,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System001Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T113847-system-001-opencode
system-002,frameworks,6,opencode,minimax/MiniMax-M2.7,,true,56.8,completed,604,830,,,604,1434,0.0056,0.0012,1,1,0,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System002Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T173026-system-002-opencode
system-002,frameworks,6,opencode,minimax/MiniMax-M3,,true,66.4,completed,10584,1298,,,10584,11882,0.0081,0.0047,1,1,0,60,1.00,60.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System002Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T113946-system-002-opencode
system-003,frameworks,4,opencode,minimax/MiniMax-M3,,false,53.2,completed,9802,3724,,,9802,13526,0.0121,0.0074,2,28,2,40,1.00,0.0,build=F;xctest=F,"build:xcodebuild build failed (exit 65) for scheme 'System003Fixture' | xctest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T114053-system-003-opencode
system-003,frameworks,4,opencode,minimax/MiniMax-M2.7,,true,77.0,completed,2974,2392,,,2974,5366,0.0115,0.0038,2,23,3,40,1.00,40.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System003Fixture' | xctest:4 executed, 4 passed, 0 failed, 0 skipped",2026-09-02T173124-system-003-opencode
system-004,frameworks,5,opencode,minimax/MiniMax-M2.7,,true,34.0,completed,214,826,,,214,1040,0.0046,0.0011,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System004Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T173242-system-004-opencode
system-004,frameworks,5,opencode,minimax/MiniMax-M3,,true,54.1,completed,13972,826,,,13972,14798,0.0071,0.0052,1,1,1,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'System004Fixture' | xctest:3 executed, 3 passed, 0 failed, 0 skipped",2026-09-02T114147-system-004-opencode
tests-001,tests,1,opencode,minimax/MiniMax-M3,,true,121.0,completed,10888,855,,,10888,11743,0.0083,0.0043,1,2,1,10,1.00,10.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T064248-tests-001-opencode
tests-001,tests,1,opencode,minimax/MiniMax-M2.7,,true,66.0,completed,682,946,,,682,1628,0.0046,0.0013,1,2,1,10,1.00,10.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T143057-tests-001-opencode
tests-002,tests,2,opencode,minimax/MiniMax-M2.7,,false,227.8,completed,11952,6401,,,11952,18353,0.0367,0.0113,2,8,4,20,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'DecodingFixture' | xctest:5 executed, 0 passed, 5 failed, 0 skipped — failing: FeedDecodingTests/testAllArticlesDecode(), FeedDecodingTests/testArticleWithNullAuthorDecodes(), FeedDecodingTests/testArticleWithoutReadMinutesDecodes(), FeedDecodingTests/testAuthorsDecode(), FeedDecodingTests/testPublishedDatesDecodeCorrectly()",2026-09-02T143203-tests-002-opencode
tests-002,tests,2,opencode,minimax/MiniMax-M3,,true,268.1,completed,40248,4208,,,40248,44456,0.0395,0.0171,2,16,4,20,1.00,20.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'DecodingFixture' | xctest:5 executed, 5 passed, 0 failed, 0 skipped",2026-09-02T064450-tests-002-opencode
tests-003,tests,3,opencode,openrouter/minimax/minimax-m3,,false,21.2,failed,,,,,,,,,0,0,0,30,0.25,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'CellReuseFixture' | xctest:2 executed, 0 passed, 2 failed, 0 skipped — failing: ContactCellTests/testPrepareForReuseClearsPreviousAvatar(), ContactCellTests/testStaleAvatarForPreviousContactIsDiscarded()",2026-09-01T153825-tests-003-opencode
tests-003,tests,3,opencode,minimax/MiniMax-M3,,true,56.5,completed,15611,1723,,,15611,17334,0.0125,0.0068,1,13,1,30,1.00,30.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'CellReuseFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-01T155432-tests-003-opencode
tests-005,tests,5,opencode,minimax/MiniMax-M2.7,,false,94.1,completed,7947,2780,,,7947,10727,0.0112,0.0057,1,2,2,50,1.00,0.0,build=P;xctest=F,"build:xcodebuild build succeeded for scheme 'LeakFixture' | xctest:2 executed, 1 passed, 1 failed, 0 skipped — failing: ProfileLifetimeTests/testDelegateIsNotRetainedByViewModel()",2026-09-02T143552-tests-005-opencode
tests-005,tests,5,opencode,minimax/MiniMax-M3,,true,144.1,completed,22885,2154,,,22885,25039,0.0132,0.0095,1,3,3,50,1.00,50.0,build=P;xctest=P,"build:xcodebuild build succeeded for scheme 'LeakFixture' | xctest:2 executed, 2 passed, 0 failed, 0 skipped",2026-09-02T064919-tests-005-opencode
ui-auto-001,interaction,3,opencode,minimax/MiniMax-M3,,true,489.2,completed,50124,17565,1219712,0,1269836,67689,0.1093,0.1093,4,167,1,30,0.74,22.2,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CounterFixtureApp.swift: "".accessibilityIdentifier(""counter-value"")"" → "".accessibilityIdentifier(""counter-value-mutated"")"")",2026-09-03T182737-ui-auto-001-opencode
ui-auto-001,interaction,3,opencode,minimax/MiniMax-M2.7,,false,1510.9,completed,41296,72032,,,41296,113328,1.1115,0.0988,4,180,27,30,0.44,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:2 executed, 0 passed, 2 failed, 0 skipped — failing: CounterFixtureUITests/testCounterIncrement(), CounterFixtureUITests/testLaunchPerformance()",2026-09-02T143727-ui-auto-001-opencode
ui-auto-001,interaction,3,opencode,minimax/MiniMax-M3,,true,599.9,completed,64511,21170,,,64511,85681,0.1421,0.0448,4,179,1,30,0.58,17.5,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T065144-ui-auto-001-opencode
ui-auto-001,interaction,3,opencode,minimax/MiniMax-M2.7,,true,406.3,completed,18538,17290,,,18538,35828,0.1238,0.0263,4,168,26,30,1.00,30.0,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'CounterFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CounterFixtureApp.swift: "".accessibilityIdentifier(""counter-value"")"" → "".accessibilityIdentifier(""counter-value-mutated"")"")",2026-09-03T144954-ui-auto-001-opencode
ui-auto-002,interaction,4,opencode,minimax/MiniMax-M2.7,,false,211.1,completed,3596,6065,,,3596,9661,0.0255,0.0084,3,79,6,40,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T145642-ui-auto-002-opencode
ui-auto-002,interaction,4,opencode,minimax/MiniMax-M3,,true,305.5,completed,40752,7104,704437,0,745189,52732,0.0689,0.0630,5,160,67,40,0.95,37.9,build=P;xcuitest=P;mutation=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:2 executed, 2 passed, 0 failed, 0 skipped | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/EnrolmentFlowView.swift: "".accessibilityIdentifier(""full-name"")"" → "".accessibilityIdentifier(""full-name-mutated"")"")",2026-09-03T183547-ui-auto-002-opencode
ui-auto-002,interaction,4,opencode,minimax/MiniMax-M3,,true,614.1,completed,93786,23717,,,93786,117503,0.0851,0.0566,3,77,67,40,0.43,17.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T070148-ui-auto-002-opencode
ui-auto-002,interaction,4,opencode,minimax/MiniMax-M2.7,,true,386.8,completed,25857,7935,,,25857,33792,0.0621,0.0173,3,74,5,40,1.00,40.0,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'FormFlowFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T150242-ui-auto-002-opencode
ui-auto-003,interaction,4,opencode,minimax/MiniMax-M2.7,,false,324.6,completed,11476,3615,,,11476,15091,0.0219,0.0078,1,27,0,40,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'CartFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: CartFlowTests/testCartFlowEndToEnd() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CartView.swift: "".accessibilityIdentifier(""cart-item-\(index)"")"" → "".accessibilityIdentifier(""cart-item-\(index)-mutated"")"")",2026-09-03T150017-ui-auto-003-opencode
ui-auto-003,interaction,4,opencode,minimax/MiniMax-M3,,true,527.0,completed,83190,16132,,,83190,99322,0.0793,0.0443,5,85,2,40,0.50,20.1,build=P;xcuitest=P,"build:xcodebuild build succeeded for scheme 'CartFixture' | xcuitest:1 executed, 1 passed, 0 failed, 0 skipped",2026-09-02T071206-ui-auto-003-opencode
ui-auto-003,interaction,4,opencode,minimax/MiniMax-M2.7,,false,149.5,completed,9219,5805,,,9219,15024,0.0262,0.0097,1,7,18,40,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'CartFixture' | xcuitest:0 executed, 0 passed, 0 failed, 0 skipped — no tests executed",2026-09-02T150912-ui-auto-003-opencode
ui-auto-003,interaction,4,opencode,minimax/MiniMax-M3,,false,306.2,completed,37857,12155,524998,0,562855,50012,0.0574,0.0574,1,52,0,40,1.00,0.0,build=P;xcuitest=F;mutation=P,"build:xcodebuild build succeeded for scheme 'CartFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: CartFlowTests/testCartFlowEndToEnd() | mutation:The tests failed against a deliberately broken app, so they test the behaviour they claim (Sources/CartView.swift: "".accessibilityIdentifier(""cart-item-\(index)"")"" → "".accessibilityIdentifier(""cart-item-\(index)-mutated"")"")",2026-09-03T184055-ui-auto-003-opencode
ui-auto-004,interaction,5,opencode,minimax/MiniMax-M2.7,,false,111.3,completed,2967,2265,,,2967,5232,0.0104,0.0036,1,24,0,50,1.00,0.0,build=P;xcuitest=F,"build:xcodebuild build succeeded for scheme 'SearchFixture' | xcuitest:1 executed, 0 passed, 1 failed, 0 skipped — failing: PartsSearchTests/testDeleteFirstRow()",2026-09-02T151146-ui-auto-004-opencode
